input,output
"ஐயோ, ரொம்ப டயர்டா இருக்கு!",பரவாயில்லைங்க. கொஞ்சம் ரிலாக்ஸ் பண்ணுங்க. லைட்ஸை கொஞ்சம் டிம் பண்ணட்டுமா? மெதுவா ஒரு பாட்டு போடட்டா? சீட் மசாஜ் ஆன் பண்ணட்டுமா?
எனக்கு ரொம்ப சந்தோஷமா இருக்கு!,சூப்பர்! உங்க சந்தோஷத்த நானும் கொண்டாடுறேன். சவுண்ட கொஞ்சம் அதிகமா வெச்சு புடிச்ச பாட்டு ஒன்னு போடட்டுமா? லைட்ஸ கொஞ்சம் கலர்ஃபுல்லா மாத்தவா?
ரொம்ப டென்ஷனா இருக்கு டிரைவ் பண்ணவே முடியல,புரிஞ்சுக்குறேன். கொஞ்சம் பொறுங்க. ஆட்டோ பைலட் ஆன் பண்ணவா? நீங்க கொஞ்ச நேரம் ரெஸ்ட் எடுங்க. சேஃப்டியா கொண்டுபோய் சேர்க்குறது என் பொறுப்பு.
கொஞ்சம் குளிர் அதிகமா இருக்கு,சரிங்க. ஹீட்டரை கொஞ்சம் அதிகமா வைக்கிறேன். உங்களுக்கு எவ்வளவு சூடு வேணுமோ சொல்லுங்க.
ஏ.சி ரொம்ப அதிகமா இருக்கு கொஞ்சம் குறையேன்,"ஓகே, ஏ.சி குறைச்சுட்டேன். இப்ப சரின்னா சொல்லுங்க. இல்ல இன்னும் கொஞ்சம் குறைக்கவா?"
எனக்கு புடிச்ச பாட்டு போடு,உங்க பிளேலிஸ்ட்ல இருந்து போடவா? இல்ல ரேண்டமா போடவா? சொல்லுங்க எந்த பாட்டு வேணும்னு.
வீட்டுக்கு வழி சொல்லு,உங்க வீட்டுக்கு ரூட் செட் பண்ணிட்டேன். ஈஸியா போலாம். வேற எதுவும் ஹெல்ப் வேணுமா?
லைட்ஸை பிரைட்டா வெய்,லைட்ஸ் இப்போ பிரைட்டா இருக்கு. உங்களுக்கு நல்லா இருக்கா இல்ல இன்னும் பிரைட் ஆக்கவா?
ஜன்னலை சாத்து,ஜன்னலை மூடிட்டேன். வேற எதுவும் பண்ணனுமா?
சத்தமா பாட்டு வேணாம். அமைதியா ஏதாவது போடு,"ஓகே, அமைதியான மியூசிக் போடறேன். உங்களுக்கு இது பிடிச்சிருக்கானு சொல்லுங்க."
எனக்கு போர் அடிக்குது,போர் அடிக்குதா? அப்போ ஏதாவது ஜாலியான ரேடியோ ஸ்டேஷன் போடவா? இல்ல ஒரு ஜோக் சொல்லவா?
சீட் கொஞ்சம் அட்ஜஸ்ட் பண்ணு,சீட் அட்ஜஸ்ட் பண்றேன். எந்த பொசிஷன் வேணும் சொல்லுங்க.
சூப்பரான சாங்! வால்யூம் அதிகமாக்கு,சவுண்ட் அதிகமாக்கியாச்சு. என்ஜாய் பண்ணுங்க!
ரொம்ப பயமா இருக்கு,பயப்படாதீங்க. நான் இருக்கேன். சேஃபா டிரைவ் பண்ணறேன். டிரைவிங் அசிஸ்டன்ஸ் எல்லாம் ஆன் பண்ணிட்டேன். தைரியமா இருங்க.
இது எந்த ஏரியா?,நீங்க இப்போ…[current location] ஏரியாவுல இருக்கீங்க. இன்னும் டீடெயில்ஸ் வேணுமா?
கொஞ்சம் காபி வேணும் போல இருக்கு,உங்க பக்கத்துல இருக்குற காபி ஷாப் காட்டுட்டுமா? அங்க போலாமா?
லைட்ஸ ஆஃப் பண்ணு,உள்ள லைட்ஸ ஆஃப் பண்ணியாச்சு. நல்லா டிரைவ் பண்ணுங்க.
நான் ரொம்ப சோகமா இருக்கேன்,வருத்தப்படாதீங்க. கொஞ்ச நேரம் அமைதியா டிரைவ் பண்ணலாமா? உங்களுக்கு பிடிச்ச அமைதியான மியூசிக் போடறேன். லைட்ட கொஞ்சம் டிம் பண்ணட்டுமா?
வெளியே மழை பெய்யுது. வைப்பரை ஆன் பண்ணு,வைப்பர் ஆன் பண்ணியாச்சு. டிரைவ்ல கவனம் வைங்க.
எனக்கு ரொம்ப பசியா இருக்கு,"உங்க பக்கத்துல இருக்குற ரெஸ்டாரண்ட்ஸ் லிஸ்ட் தரவா? இல்ல உங்களுக்கு புடிச்ச ஏதாவது சொல்லுங்க, நான் வழி சொல்றேன்."
"ஐயோ, ரொம்ப டயர்டா இருக்கு. ",பரவாயில்லைங்க. நான் இருக்கேனே! சீட் கொஞ்சம் சாய்க்கட்டுமா? ஒரு சூடான டீ கிடைக்கிற மாதிரி ஒரு கஃபைக்கு நேவிகேட் பண்ணவா?
செம சந்தோஷமா இருக்கு!,சூப்பர்! உங்க சந்தோஷத்த இன்னும் கூட்ட நான் ரெடி! ஃபுல் வால்யூம்ல உங்களுக்குப் புடிச்ச பாட்ட போடட்டுமா? ரூஃப் டாப் ஓப்பன் பண்ணவா?
தல பயங்கரமா வலிக்குது.,சாரிங்க. கொஞ்சம் லைட் டிம் பண்ணவா? மியூசிக் வால்யூம குறைக்கவா? ஹாஸ்பிடல் போலாமா?
"ஏசி கொஞ்சம் போடுப்பா, வேர்த்து ஊத்துது.",நிச்சயமா. ஏசி ஆன் பண்ணிட்டேன். டெம்பரேச்சர் இருபத்தி ரெண்டு டிகிரில வெச்சிருக்கேன். சரியா?
"சாரி, ரொம்ப ஸ்ட்ரெஸ்ஸா இருக்கு. எதுவுமே புரியல.",நான் இருக்கேன் கவலைப் படாதீங்க. ஒரு ரிலாக்ஸ் ஆகுற மாதிரி மியூசிக் போடவா? இல்ல அமைதியா இருக்கட்டுமா? எங்க போகணும் சொல்லுங்க நான் கூட்டிட்டு போறேன்.
பாட்டு மாத்து. இந்தப் பாட்டு பிடிக்கல.,"ஓகே, உடனே மாத்திடலாம். என்ன பாட்டு போடட்டும்? இல்ல ரேண்டமா போடவா?"
"விண்டோவை மூடு, மழை தூறுது.",சரிங்க. எல்லா விண்டோவையும் மூடீட்டேன்.
சினிமா தியேட்டருக்கு வழி சொல்லு.,"எந்த தியேட்டருக்கு போகணும்னு சொல்லுங்க, மேப்ல போட்டுக் காட்டுறேன்."
எனக்கு கொஞ்சம் குளிர் அடிக்குதுப்பா.,சாரிங்க. ஹீட்டரை ஆன் பண்ணட்டுமா? டெம்பரேச்சர் இன்னும் கொஞ்சம் ஏத்தவா?
லைட்ஸ கொஞ்சம் பிரைட்டா வை.,பிரைட்னஸ் இப்போ அதிகமா இருக்கு. சரியா இருக்கான்னு சொல்லுங்க.
வீட்டுக்கு போலாம்.,"ஓகே, வீட்டுக்கு ரூட் போட்டாச்சு. இருபது நிமிஷத்துல போயிடலாம்."
வால்யூம கொஞ்சம் அதிகமா வை.,வால்யூம் இப்போ அதிகமா இருக்கு. அதிகமா இருந்தா சொல்லுங்க குறைக்கலாம்.
"சைலண்ட் மோடுல போடு, போன் வருது.","சைலண்ட் மோடுக்கு மாத்திட்டேன். கால் வந்துச்சுன்னா, டிஸ்ப்ளேல காட்டுறேன்."
பயங்கர பசியா இருக்கு.,உங்களுக்குப் புடிச்ச ரெஸ்டாரெண்ட் எதுவும் இருக்கா? இல்ல பக்கத்துல இருக்கற நல்ல ரெஸ்டாரெண்ட்டுக்கு வழி சொல்லட்டுமா?
நான் கொஞ்சம் தூங்கணும்.,ஓகே. சீட்ஸ கொஞ்சம் சாய்க்கவா? லைட் டிம் பண்ணிட்டு அமைதியா இருக்கட்டுமா?
இந்தப் பாட்டு ரொம்ப நல்லா இருக்கு!,உங்களுக்குப் பிடிச்சதுல எனக்கும் சந்தோஷம். இதே மாதிரி இன்னும் நிறைய பாட்டு போடட்டுமா?
என்ன நடக்குதுன்னு கொஞ்சம் சொல்லு.,இப்போ நாம மெயின் ரோட்ல போயிட்டு இருக்கோம். அடுத்த டர்னிங்ல லெஃப்ட் எடுக்கணும்.
எமர்ஜென்சிக்கு ஏதாவது ஆப்ஷன் இருக்கா?,"கண்டிப்பா இருக்கு. போலீஸ், ஆம்புலன்ஸ் காண்டாக்ட் பண்ண வேணுமா? இல்ல உங்க காண்டாக்ட்ஸ்ல யாராவதுக்கு மெசேஜ் அனுப்பவா?"
"சாரி, ரொம்ப கோவமா இருக்கேன்.",பரவாயில்லைங்க. கொஞ்ச நேரம் அமைதியா போகலாம். உங்களுக்கு புடிச்ச இடத்துக்குப் போகவா? மெசேஜ் போட்டு ஃபிரண்ட்ஸ் யாரையாவது கூப்பிடவா?
வெளியே ரொம்ப வெளிச்சமா இருக்கு.,சாரி. சன் வைஸரை இறக்கட்டுமா? இல்ல விண்டோவ கொஞ்சம் டின்ட் பண்ணட்டுமா?
"ஐயோ, எனக்கு ரொம்ப டயர்டா இருக்கு","பரவாயில்லை, ரிலாக்ஸ் பண்ணுங்க. லைட்டிங் கொஞ்சம் டிம் பண்ணட்டுமா? சாஃப்டான மியூசிக் போடட்டுமா? உங்களுக்கு என்ன வேணும் சொல்லுங்க. ""சாந்தி நிலவும்"" போடட்டுமா?"
செம ஹாப்பியா இருக்கேன் இன்னைக்கு!,சூப்பர்! உங்க ஹாப்பினஸ்ஸ நாங்க ஷேர் பண்ணிக்கிறோம். வால்யூம் கொஞ்சம் கூட்டட்டுமா? ஃபாஸ்ட்டான பீட்ஸ் ஏதாவது போடவா? நீங்களே சொல்லுங்க!
எனக்கு பயமா இருக்கு...,"பயப்படாதீங்க. நீங்க சேஃப்பா இருக்கீங்க. டோர்ஸ் எல்லாம் லாக் பண்ணிருக்கேன். எங்க போறதுன்னு சொல்லுங்க, கவனமா கூட்டிட்டு போறேன். கதர்ஷா படம் போடவா?"
"ஏசி கொஞ்சம் ஹெவியா போடு, வேர்க்குது!","ஓகே, ஏசி டெம்பரேச்சர் 20 டிகிரிக்கு செட் பண்ணிருக்கேன். சரியா இருக்கா? முகத்துல விசிறி அடிக்கணுமா?"
"இந்த பாட்டு எனக்கு பிடிக்கல, அடுத்த பாட்டு போடு","சரிங்க, அடுத்த பாட்டு போடுறேன். உங்களுக்கு எந்த மாதிரி பாட்டு வேணும்? மெலடியா இல்ல டான்ஸ் நம்பரா?"
லைட்ட கொஞ்சம் பிரைட்டா ஆக்கு,உள்ள லைட் பிரைட் ஆக்கிட்டேன். படிக்க ஏதாவது வேணுமா?
"சாரி, எனக்கு ரொம்ப டென்ஷனா இருக்கு","பரவாயில்லை, ரிலாக்ஸ் பண்ணுங்க. கொஞ்சம் வெளில காற்று வாங்கலாமா? இல்ல பார்க் பண்ணிட்டு டீ சாப்பிடலாமா?"
ஜன்னலைத் திற,ஜன்னல் திறக்குறேன். கொஞ்சம் ஜாக்கிரதையா இருங்க. முழுசா திறக்கவா?
"வெளிய ரொம்ப குளிருது, ஹீட்டர் ஆன் பண்ணு",ஹீட்டர் ஆன் பண்ணிட்டேன். டெம்பரேச்சர் உங்களுக்கு கம்பர்ட்டபிளா இருக்கான்னு சொல்லுங்க. இப்போ 25 டிகிரில இருக்கு.
இந்த ரூட் ரொம்ப டிராஃபிக்கா இருக்கு. வேற வழி இருக்கா?,டிராஃபிக் சிச்சுவேஷன் அனலைஸ் பண்ணிட்டு இருக்கேன். பெட்டர் ரூட் கிடைச்சா கண்டிப்பா சொல்றேன். கொஞ்சம் வெயிட் பண்ணுங்க.
எங்க வீட்டுக்கு போ,வீட்டு அட்ரஸ்க்கு நேவிகேஷன் ஸ்டார்ட் பண்ணிட்டேன். எவ்வளவு தூரம் இருக்குன்னு சொல்லட்டுமா?
எனக்கு ரொம்ப சந்தோஷமா இருக்கு,"சூப்பர்! இதுக்கு என்ன காரணம்னு தெரிஞ்சிக்கலாமா? இல்ல, ஹை வால்யூம்ல 'ரஞ்சிதமே' போடவா?"
கொஞ்சம் சாஃப்டான மியூசிக் போடு,மெலடிஸ் பிளேலிஸ்ட் போட்டிருக்கேன். சரியா இருக்கா? என்னுசாமி சாங் போடலாமா?
எனக்கு தூக்கம் வருது...,"ஓகே, நான் பார்க் பண்ணட்டுமா? இல்லனா வேற டிரைவரை கூப்பிடட்டுமா? தூக்கம் ரொம்ப முக்கியம்."
பாட்டு வால்யூம் குறை,வால்யூம் குறைச்சுட்டேன். இனிமே ஏதாவது வேணும்னா கேளுங்க.
"இந்த வெளிச்சம் கண்ணை கூசுது, கொஞ்சம் கம்மி பண்ணு",வெளிச்சம் கம்மி பண்ணிட்டேன். இன்னும் ஏதும் அட்ஜஸ்ட் பண்ணணுமா?
நான் ரொம்ப கவலையா இருக்கேன்...,வருத்தப்படாதீங்க. எல்லாம் சரியா போகும். உங்களுக்கு ஒரு பிரேக் வேணுமா? இல்ல மன அமைதிக்காக அமைதியான பாடல் போடவா?
கண்ணாடியை கொஞ்சம் இறக்கு,கண்ணாடியை கொஞ்சம் இறக்கிட்டேன். நல்லா இருக்கா?
என் ஃப்ரெண்ட் வீட்டுக்கு வழி சொல்லு,உங்க ஃப்ரெண்ட் அட்ரஸ் சொல்லுங்க. அங்க நேவிகேஷன் செட் பண்ணிடுறேன்.
கொஞ்சம் வேகமா போ,"ஸ்பீட் கொஞ்சம் இன்க்ரீஸ் பண்ணிருக்கேன். சேஃப்டிதான் முக்கியம், பார்த்து போறேன்."
ஐயோ! எனக்கு ரொம்ப டயர்டா இருக்கு.,பரவாயில்ல. ரொம்ப களைப்பா இருக்கீங்க போல. சீட் கொஞ்சம் சாஞ்சிக்கவா? உள்ள மெதுவா இசையைப் போடவா?  உங்களுக்குப் பிடிச்ச பாட்டுகளை சொல்லுங்க. லைட்டிங்க்கும் கொஞ்சம் மங்கலாக்கலாம்.
சந்தோஷமா இருக்கு! செம பாட்டு போடு!,சூப்பர்! சந்தோஷமா இருக்கறது கேட்கவே நல்லா இருக்கு. உங்களுக்குப் பிடிச்ச டான்ஸ் நம்பர் ஒண்ணு போடவா? சத்தமாப் போடட்டுமா?
ரொம்ப டென்ஷனா இருக்கு. இந்த டிராஃபிக் வேற.,புரியுது. டிராஃபிக்ல டென்ஷனாதான் இருக்கும்.  ரொம்ப ரிலாக்ஸ்டா இருக்கற மியூசிக் ஒண்ணு போடவா? உங்க வீட்டுக்கு மாற்றுப் பாதைய தேடட்டுமா?
ஏசி கொஞ்சம் அதிகமா வேணும்.,நிச்சயமா. ஏசியை கொஞ்சம் அதிகமா வெச்சுட்டேன். இப்ப நல்லா இருக்கா? வேற ஏதாவது வேணுமா?
ஹீட்டர் கொஞ்சம் குறை.,"சரி, ஹீட்டர குறைச்சுட்டேன். ரொம்ப சூடா இருந்ததா?"
ஜன்னலைத் திற.,ஜன்னலைத் திறக்கிறேன். கொஞ்சம் காத்து வரட்டும். ஜன்னல் முழுசா திறக்கவா இல்ல பாதி போதும்மா?
ஜன்னலை மூடு. தூசியா இருக்கு.,"சரி, ஜன்னலை மூடிட்டேன். தூசியா இருந்தா நல்லா இருக்காதுல."
லைட்ட கொஞ்சம் பிரைட் பண்ணு.,லைட்ட கொஞ்சம் பிரைட் பண்ணிருக்கேன். இப்போ நல்லா வெளிச்சமா இருக்கா?
எனக்கு தூக்கம் வருது.,தூக்கம் வருதா? கொஞ்சம் காபி போடவா? இல்ல பக்கத்துல கஃபே இருக்கான்னு பார்க்கட்டுமா?
வீட்டுக்கு வழி சொல்லு.,நிச்சயமா. உங்க வீட்டுக்கு வழி சொல்லுறேன். நீங்க போக வேண்டிய வழி தெளிவா இருக்கா?
எங்க இருக்கோம்னு சொல்லு.,இப்போ நீங்க அண்ணா சாலைல இருக்கீங்க. உங்க இடது பக்கம் சென்ட்ரல் ஸ்டேஷன் இருக்கு.
கொஞ்சம் அமைதியா இரு. பேசாத.,சாரி. நான் அமைதியா இருக்கேன். உங்களுக்கு தொந்தரவா இருந்தா சொல்லுங்க.
எனக்கு பசிக்குது.,உங்களுக்கு பசிக்குதா? பக்கத்துல நல்ல ரெஸ்டாரண்ட் இருக்கான்னு பார்க்கட்டுமா? சைவமா இல்ல அசைவமா?
நான் லேட்டா போறேன். வேகமா போ!,"சாரி, உங்களுக்கு லேட் ஆகுதுன்னு தெரியும். நான் வேகமா போறேன். ஆனால் பாதுகாப்பு முக்கியம். அத கவனத்துல வெச்சுப்பேன்."
இந்த பாட்டு பிடிக்கல. மாத்து.,"சரி, இந்த பாட்டு பிடிக்கலையா? மாத்திட்டேன். உங்களுக்கு என்ன மாதிரி பாட்டு வேணும்னு சொல்லுங்க."
டெம்பரேச்சர் 25 டிகிரிக்கு வை.,டெம்பரேச்சர் 25 டிகிரிக்கு வெச்சிட்டேன். வசதியா இருக்கா?
இது என்ன கலர்னு சொல்லு?,வெளியில பார்க்கும்போது இது சிகப்பு கலரா தெரியுது.
"சாரி, கோபமா பேசிட்டேன்.",பரவாயில்லை. நீங்க கோபமா இருந்தா எனக்குப் புரியுது.  ரிலாக்ஸ் பண்ண கொஞ்சம் மியூசிக் போடவா?
குரலை மாத்து.,"சரி, குரலை மாத்திட்டேன். வேற ஏதாவது குரல் வேணுமா?"
என்னை ஏதாவது என்கரேஜ் பண்ணு.,"உங்களால முடியும்! நீங்க ரொம்ப திறமையானவங்க. இது ஒரு சாதாரண பிரச்னை தான், ஈஸியா சமாளிச்சிடலாம். ஆல் தி பெஸ்ட்!"
"ஐயோ, இன்னைக்கு ரொம்ப டயர்டா இருக்கு.","உங்களுக்கு டயர்டா இருக்கா? கவலைப்படாதீங்க. உங்களுக்கு பிடிச்ச ராகாவை ஒலிக்கவா? ஏசியை கொஞ்சம் குறைச்சு, சீட்டை கொஞ்சம் சாய்க்கவா? கொஞ்ச தூரம் தான போனும். நீங்க ரெஸ்ட் எடுங்க."
ரொம்ப சந்தோஷமா இருக்கு! செம்ம வெற்றி!,வாழ்த்துக்கள்! சந்தோஷமா இருக்கீங்கன்னு கேக்கவே சந்தோஷமா இருக்கு! சத்தமா பாட்டு போடட்டுமா? வெளிச்சத்தை கொஞ்சம் அதிகமாக்கட்டுமா?
தலை வலிக்கிற மாதிரி இருக்கு. ஏதாவது அமைதியான மியூசிக் போடு.,தலைவலியா? பரவாயில்லை. உங்களுக்குப் பிடிச்ச அமைதியான இசையை போடுறேன். ஏசியை கொஞ்சம் குறைச்சு வெய்ச்சா நல்லா இருக்கும்னு நினைக்கிறேன்.
ஏசி கொஞ்சம் ஜாஸ்தியா இருக்கு. குறைங்க.,நிச்சயமா. ஏசியின் வெப்பநிலையை குறைக்கிறேன். இப்ப சரியா இருக்கான்னு சொல்லுங்க.
ஜன்னலைத் திற.,ஜன்னலை திறக்கிறேன். காற்று நல்லா வருது பாருங்க.
வெளியில பயங்கர மழை. வைப்பரை போடு.,மழை பயங்கரமா இருக்கா? வைப்பரை ஆன் பண்ணிட்டேன். மெதுவா போலாமா?
நான் ரொம்ப டென்ஷனா இருக்கேன்.,"டென்ஷனா இருக்கீங்களா? அமைதியா ஒரு தேநீர் எடுத்துக்கலாமா? எங்க போகணும்னு சொல்லுங்க, மெதுவா போலாம். லைட்ஸ் கொஞ்சம் மங்கலா வைக்கவா?"
சூப்பர் சாங்! இன்னும் சத்தமா போடு.,உங்களுக்கு பிடிச்சிருக்கா? நிச்சயமா சத்தமா போடறேன்! என்ஜாய் பண்ணுங்க!
அடுத்த ஆபிஸ் மீட்டிங் எங்க இருக்கு?,அடுத்த ஆபிஸ் மீட்டிங் இந்த இடத்துல இருக்கு. வழி சொல்லட்டுமா? டைம் ஷெட்யூல் பண்ணவா?
வெயில் ரொம்ப அதிகமா இருக்கு. ஷேடை போடு.,வெயில் அதிகமா இருக்கா? ஷேடை போடுறேன். இப்ப ஓகேவா?
லைட்ஸ் கொஞ்சம் பிரைட்டா வேணும்.,லைட்ஸ் பிரைட்டா வைக்கிறேன். இப்ப சரியா தெரியுதா?
காலையில சீக்கிரமா எழுந்திரிக்கணும். அலாரம் வை.,காலையில அலாரம் வைக்கவா? என்ன டைம்க்கு வைக்கணும்னு சொல்லுங்க.
குழந்தைங்க தூங்கிட்டாங்க. சைலன்ட் மோடுக்கு போ.,குழந்தைங்க தூங்கிட்டாங்களா? சைலன்ட் மோடுக்கு போய்ட்டேன். தொந்தரவு இல்லாம போலாம்.
எனக்கு குளிர் ஜாஸ்தியா இருக்கு.,குளிர் ஜாஸ்தியா இருக்கா? ஹீட்டரை போடவா?
இந்த ரூட்ல டிராஃபிக் எப்படி இருக்கு?,இந்த ரூட்ல கொஞ்சம் டிராஃபிக் ஜாஸ்தியா இருக்கு. வேற வழி சொல்லட்டுமா?
பேட்டரி எவ்வளவு இருக்கு?,பேட்டரி 80% இருக்கு. இன்னும் நிறைய தூரம் போகலாம்.
ஏதாவது நல்ல ரெஸ்டாரண்ட் இருக்குமா பக்கத்துல?,"பக்கத்துல நிறைய நல்ல ரெஸ்டாரண்ட் இருக்கு. சைவமா, அசைவமா, என்ன வேணும்னு சொல்லுங்க. ரேட்டிங் நல்லா இருக்குற இடத்தை சொல்றேன்."
பின் சீட்டை கொஞ்சம் சாய்க்க முடியுமா?,நிச்சயமா. பின் சீட்டை சாய்க்கிறேன். வசதியா இருக்கா?
பார்க்கிங் ஸ்பாட் இருக்கா பக்கத்துல?,கொஞ்சம் தூரத்துல பார்க்கிங் ஸ்பாட் இருக்கு. நேவிகேட் பண்ணவா?
வண்டி ஸ்டார்ட் பண்ணு.,வண்டி ஸ்டார்ட் பண்ணிட்டேன். பயணத்துக்கு தயாரா இருங்க!
"ஐயோ, இன்னைக்கு ரொம்ப டயர்டா இருக்கு","பரவாயில்ல, கவலைப்படாதீங்க. கொஞ்ச நேரம் சாஃப்டா ஒரு மியூசிக் போடவா? சீட்டை கொஞ்சம் சாய்க்கவா, ரிலாக்ஸா இருக்கறதுக்கு?"
எனக்கு ரொம்ப சந்தோஷமா இருக்கு! ஒரு குத்து பாட்டு போடு!,செம சந்தோஷம்! கண்டிப்பா! ஃபுல் வால்யூம்ல போட்றேன்! வேற ஏதாவது ஸ்பெஷல் பாடணும்னா சொல்லுங்க.
டென்ஷனா இருக்கு. கொஞ்சம் ஏசி ஜாஸ்தி பண்ணு,"டென்ஷனைக் குறைக்கலாம். ஏசி கூல் அதிகப்படுத்திட்டேன். கொஞ்சம் காத்து வாங்கணும்னா, ஜன்னலைத் திறக்கட்டுமா?"
குளிர் அதிகமா இருக்கு. ஹீட்டர் போடு,உடனே போட்டுடறேன். உங்களுக்கு எந்த அளவு சூடு வேணும்னு சொல்லுங்க. கொஞ்சம் சூடா காபி வேணுமா?
இந்த டிராஃபிக்ல கடுப்பா இருக்கு,டிராஃபிக் ஜாம்தான். பொறுமையா போலாம். உங்களுக்கு காமெடி ஷோ ஏதாவது போடட்டுமா? இல்ல நேவிகேஷன்ல வேற ரூட் பார்க்கட்டுமா?
வெளிச்சம் ரொம்ப அதிகமா இருக்கு. லைட்ட கம்மி பண்ணு,உடனே பண்ணிடறேன். வெளிச்சம் குறைஞ்சிருச்சு. வேற ஏதாவது தேவைப்பட்டா சொல்லுங்க.
ஜன்னலைத் திற,கண்டிப்பா. ஜன்னல் திறந்துட்டேன். காத்து நல்லா இருக்கா?
ஜன்னலை மூடு,ஜன்னலை மூடியாச்சு. எதுவும் பிரச்சனைன்னா சொல்லுங்க.
ஒரு லாங் டிரைவ் போலாமா?,"வாங்க போலாம்! எங்க போகணும்னு சொல்லுங்க. பெட்ரோல் இருக்கான்னு செக் பண்ணிட்டு, ரூட் செட் பண்ணிடலாம்."
எனக்கு தூக்கம் வருது,உடனே ஒரு காபி ஷாப்புக்கு போகட்டுமா? இல்ல ஒரு எனர்ஜி டிரிங்க் வேணுமா? வண்டியை ஓரமா நிறுத்தட்டுமா?
வேகமா போ! லேட்டாச்சு!,சரிங்க. ஸ்பீடா போறேன். ஆனா சேஃப்டிதான் முக்கியம். சீட் பெல்ட் போட்டீங்களா?
கொஞ்சம் ஸ்லோவா போ. பயமா இருக்கு,"சாரி, சாரி. ஸ்லோவா போறேன். எதுவும் பிரச்சனைன்னா சொல்லுங்க."
ரேடியோ போடு,எந்த சேனல் வேணும்? இல்ல நான் ஏதாவது சஜஸ்ட் பண்ணவா?
சைலன்ட்டா இரு,சாரி. சைலன்ட்டா இருக்கேன். நீங்க ரிலாக்ஸ் பண்ணுங்க.
எனக்கு ரொம்ப பசிக்குது,பக்கத்துல ஏதாவது நல்ல ரெஸ்டாரன்ட் இருக்கான்னு பார்க்கட்டுமா? இல்ல வீட்டுக்குப் போற வழியில ஏதாவது இருக்கா?
இந்த பாட்டு பிடிக்கல. வேற பாட்டு போடு,உடனே மாத்திடறேன். உங்களுக்கு எந்த மாதிரி பாட்டு வேணும்னு சொல்லுங்க.
நாளைக்கு மீட்டிங்க்கு எப்படி போறதுன்னு சொல்லு,நாளைக்கு காலையில டிராஃபிக் அதிகமா இருக்கும். அதனால கொஞ்சம் முன்னாடியே கிளம்பலாம். ரூட் செட் பண்ணவா?
சத்தம் ரொம்ப ஜாஸ்தியா இருக்கு,"சாரி, வால்யூம குறைச்சிட்டேன். இப்போ பரவாயில்லையா?"
லைட் கலரை மாத்து,"எந்த கலர் வேணும்? ப்ளூ, கிரீன், ரெட்ன்னு நிறைய ஆப்ஷன்ஸ் இருக்கு."
எனக்கு ஒரு முக்கியமான கால் இருக்கு. கனெக்ட் பண்ணு,கண்டிப்பா. காண்டாக்ட் லிஸ்ட்ல இருந்து நம்பர் செலக்ட் பண்ணுங்க. ஸ்பீக்கர் ஆன் பண்ணட்டுமா?
"ஐயோ, இன்னைக்கு ரொம்ப டயர்டா இருக்கு...",உங்களுக்கு இன்னைக்கு ரொம்ப சோர்வா இருக்கா? பரவாயில்லை. கொஞ்சம் மெதுவா ஓட்டலாம். உங்களுக்குப் பிடிச்ச மாதிரி சாங் ப்ளே பண்ணட்டுமா? லைட்ஸ கொஞ்சம் டிம் பண்ணட்டுமா?
ரொம்ப சந்தோஷமா இருக்கேன் இன்னைக்கு!,"அப்படியா! ரொம்ப நல்ல விஷயம். கொண்டாடுற மாதிரி பாட்டு போடட்டுமா? சன்ரூஃப் ஓபன் பண்ணா இன்னும் ஜாலியா இருக்கும், பண்ணட்டுமா?"
"எனக்கு பயங்கர டென்ஷனா இருக்கு, ஆபீஸ் கால்ஸ் நிறைய...",டென்ஷனா இருக்கீங்களா? கொஞ்சம் ரிலாக்ஸ் பண்ண ஏதாவது மியூசிக் போடவா? லைட்டா அக்குபிரஷர் மசாஜ் செட்டிங்ஸ் போடலாமா? டென்ஷன் குறைய ஹெல்ப் பண்ணும்.
"ஏசி போடு, வெக்கையா இருக்கு...",உடனே ஏசி போடுறேன். உங்க வசதிக்கு ஏத்த மாதிரி டெம்பரேச்சர் செட் பண்ணுங்க. இப்பவே கூலிங் ஆரம்பிச்சிடும்.
"ஹீட்டர் போடு, குளிரா இருக்கு...",நிச்சயமா! ஹீட்டர் போட்டுட்டேன். உங்க கால் வலிக்குமா? அதுக்கும் கொஞ்சம் ஹீட்டர் ஆன் பண்ணவா?
"பாட்டு வேணும், ஏ.ஆர். ரஹ்மான் சாங் ப்ளே பண்ணு...",உங்க சாய்ஸ் சூப்பர்! ஏ.ஆர். ரஹ்மான் சாங் ப்ளே பண்றேன். வேற எதுவும் மாத்தணுமா?
"வாய்ஸ் கண்ட்ரோல் வேலை செய்யல, என்ன ஆச்சு?","சாரி, உங்க வாய்ஸ் ரெகக்னைஸ் பண்றதுல கொஞ்சம் பிரச்சனை இருக்கு. ஒரு நிமிஷம் செக் பண்றேன். இதுக்கு முன்னாடி கரெக்டாதானே ஒர்க் ஆச்சு?"
லைட் கொஞ்சம் கம்மியா வை...,நிச்சயமா! லைட்ஸ கொஞ்சம் டவுன் பண்ணிட்டேன். இன்னும் ஏதாவது அட்ஜஸ்ட் பண்ணனுமா?
விண்டோவை மூடு...,"சாரி, விண்டோ க்ளோஸ் பண்ணிட்டேன். ஏதும் டிஸ்டர்பன்ஸ் இருந்ததா?"
